tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,features
tt0004972,The Birth of a Nation,1915,195,"Drama,War",6.1,28317,"Drama,War 1915"
tt0006206,Les Vampires,1915,421,"Action,Adventure,Crime",7.3,5863,"Action,Adventure,Crime 1915"
tt0006864,Intolerance,1916,210,"Drama,History",7.6,18006,"Drama,History 1916"
tt0009968,Broken Blossoms,1919,90,"Drama,Romance",7.2,11776,"Drama,Romance 1919"
tt0010323,The Cabinet of Dr. Caligari,1920,67,"Horror,Mystery,Thriller",8.0,76266,"Horror,Mystery,Thriller 1920"
tt0011130,Dr. Jekyll and Mr. Hyde,1920,69,"Drama,Horror,Sci-Fi",6.9,6679,"Drama,Horror,Sci-Fi 1920"
tt0011237,The Golem,1920,91,"Fantasy,Horror",7.2,9537,"Fantasy,Horror 1920"
tt0011841,Way Down East,1920,145,"Drama,Romance",7.3,6311,"Drama,Romance 1920"
tt0012349,The Kid,1921,68,"Comedy,Drama,Family",8.2,145832,"Comedy,Drama,Family 1921"
tt0012364,The Phantom Carriage,1921,107,"Drama,Fantasy,Horror",8.0,15797,"Drama,Fantasy,Horror 1921"
tt0012494,Destiny,1921,114,"Drama,Fantasy,Horror",7.6,7353,"Drama,Fantasy,Horror 1921"
tt0012532,Orphans of the Storm,1921,150,"Drama,History,Romance",7.3,5765,"Drama,History,Romance 1921"
tt0013086,"Dr. Mabuse, the Gambler",1922,195,"Crime,Mystery,Thriller",7.8,9947,"Crime,Mystery,Thriller 1922"
tt0013257,Häxan,1922,91,"Documentary,Fantasy,Horror",7.6,19262,"Documentary,Fantasy,Horror 1922"
tt0013427,Nanook of the North,1922,78,Documentary,7.6,14428,Documentary 1922
tt0013442,Nosferatu,1922,94,"Fantasy,Horror",7.8,123474,"Fantasy,Horror 1922"
tt0014142,The Hunchback of Notre Dame,1923,133,"Drama,Horror,Romance",7.2,6827,"Drama,Horror,Romance 1923"
tt0014341,Our Hospitality,1923,65,"Comedy,Romance,Thriller",7.7,13552,"Comedy,Romance,Thriller 1923"
tt0014358,The Pilgrim,1923,47,"Comedy,Western",7.2,6233,"Comedy,Western 1923"
tt0014429,Safety Last!,1923,74,"Action,Comedy,Romance",8.1,24868,"Action,Comedy,Romance 1923"
tt0014538,Three Ages,1923,63,Comedy,7.0,5766,Comedy 1923
tt0014624,A Woman of Paris: A Drama of Fate,1923,82,"Drama,Romance",6.9,6968,"Drama,Romance 1923"
tt0015064,The Last Laugh,1924,90,Drama,8.0,16547,Drama 1924
tt0015163,The Navigator,1924,59,"Action,Adventure,Comedy",7.5,12066,"Action,Adventure,Comedy 1924"
tt0015174,Die Nibelungen: Kriemhild's Revenge,1924,129,"Adventure,Drama,Fantasy",7.9,5596,"Adventure,Drama,Fantasy 1924"
tt0015175,Die Nibelungen: Siegfried,1924,100,"Adventure,Drama,Fantasy",8.1,7297,"Adventure,Drama,Fantasy 1924"
tt0015324,Sherlock Jr.,1924,45,"Action,Comedy,Romance",8.1,65948,"Action,Comedy,Romance 1924"
tt0015361,Strike,1925,82,Drama,7.6,9512,Drama 1925
tt0015400,The Thief of Bagdad,1924,155,"Adventure,Family,Fantasy",7.7,7701,"Adventure,Family,Fantasy 1924"
tt0015532,The Adventures of Prince Achmed,1926,80,"Adventure,Animation,Drama",7.8,7743,"Adventure,Animation,Drama 1926"
tt0015624,The Big Parade,1925,151,"Drama,Romance,War",7.9,7833,"Drama,Romance,War 1925"
tt0015648,Battleship Potemkin,1925,66,"Drama,History,Thriller",7.9,65198,"Drama,History,Thriller 1925"
tt0015841,The Freshman,1925,77,"Comedy,Family,Romance",7.5,6606,"Comedy,Family,Romance 1925"
tt0015863,Go West,1925,83,"Comedy,Western",7.1,5589,"Comedy,Western 1925"
tt0015864,The Gold Rush,1925,95,"Adventure,Comedy,Drama",8.1,128229,"Adventure,Comedy,Drama 1925"
tt0015881,Greed,1924,140,"Drama,Thriller,Western",8.0,11575,"Drama,Thriller,Western 1924"
tt0016039,The Lost World,1925,110,"Adventure,Fantasy,Horror",7.0,6610,"Adventure,Fantasy,Horror 1925"
tt0016220,The Phantom of the Opera,1925,93,"Horror,Music",7.5,22227,"Horror,Music 1925"
tt0016332,Seven Chances,1925,56,"Comedy,Romance",7.8,13197,"Comedy,Romance 1925"
tt0016641,Ben-Hur: A Tale of the Christ,1925,143,"Action,Adventure,Drama",7.8,8398,"Action,Adventure,Drama 1925"
tt0016847,Faust,1926,107,"Drama,Fantasy,Horror",8.1,18355,"Drama,Fantasy,Horror 1926"
tt0017048,A Page of Madness,1926,70,"Drama,Horror,Thriller",7.3,5425,"Drama,Horror,Thriller 1926"
tt0017075,The Lodger: A Story of the London Fog,1927,92,"Crime,Drama,Mystery",7.3,15065,"Crime,Drama,Mystery 1927"
tt0017136,Metropolis,1927,150,"Drama,Sci-Fi",8.2,201452,"Drama,Sci-Fi 1927"
tt0017668,Berlin: Symphony of Metropolis,1927,65,Documentary,7.6,5171,Documentary 1927
tt0017765,College,1927,66,"Comedy,Drama,Sport",6.9,5858,"Comedy,Drama,Sport 1927"
tt0017925,The General,1926,78,"Action,Adventure,Comedy",8.1,105107,"Action,Adventure,Comedy 1926"
tt0018037,The Jazz Singer,1927,88,"Drama,Music,Musical",6.4,11929,"Drama,Music,Musical 1927"
tt0018051,The Kid Brother,1927,82,"Comedy,Drama,Family",7.6,5266,"Comedy,Drama,Family 1927"
tt0018192,Napoleon,1927,330,"Biography,Drama,History",8.2,9766,"Biography,Drama,History 1927"
tt0018217,October (Ten Days that Shook the World),1928,95,"Drama,History",7.4,9018,"Drama,History 1928"
tt0018455,Sunrise,1927,94,"Drama,Romance",8.1,56727,"Drama,Romance 1927"
tt0018528,The Unknown,1927,68,"Drama,Horror,Romance",7.7,10287,"Drama,Horror,Romance 1927"
tt0018578,Wings,1927,144,"Action,Drama,Romance",7.5,16339,"Action,Drama,Romance 1927"
tt0018737,Pandora's Box,1929,109,"Crime,Drama,Romance",7.7,12933,"Crime,Drama,Romance 1929"
tt0018742,The Cameraman,1928,76,"Comedy,Drama,Family",8.0,14579,"Comedy,Drama,Family 1928"
tt0018770,The Fall of the House of Usher,1928,72,"Drama,Fantasy,Horror",7.2,5054,"Drama,Fantasy,Horror 1928"
tt0018773,The Circus,1928,72,"Comedy,Family,Romance",8.1,38609,"Comedy,Family,Romance 1928"
tt0018806,The Crowd,1928,98,"Drama,Romance",8.0,10020,"Drama,Romance 1928"
tt0018839,The Docks of New York,1928,76,"Crime,Drama,Film-Noir",7.5,5512,"Crime,Drama,Film-Noir 1928"
tt0019071,The Last Command,1928,88,"Drama,Romance,War",7.9,5074,"Drama,Romance,War 1928"
tt0019130,The Man Who Laughs,1928,110,"Drama,Horror,Mystery",7.6,9220,"Drama,Horror,Mystery 1928"
tt0019254,The Passion of Joan of Arc,1928,114,"Biography,Drama,History",8.1,68378,"Biography,Drama,History 1928"
tt0019421,"Steamboat Bill, Jr.",1928,70,"Action,Comedy,Drama",7.8,17553,"Action,Comedy,Drama 1928"
tt0019585,The Wind,1928,95,"Drama,Romance,Thriller",8.0,7816,"Drama,Romance,Thriller 1928"
tt0019702,Blackmail,1929,85,"Crime,Drama,Mystery",6.9,13550,"Crime,Drama,Mystery 1929"
tt0019729,The Broadway Melody,1929,100,"Drama,Musical,Romance",5.5,9082,"Drama,Musical,Romance 1929"
tt0019760,Man with a Movie Camera,1929,68,Documentary,8.3,30422,Documentary 1929
tt0019777,The Cocoanuts,1929,96,"Comedy,Musical,Romance",6.8,8872,"Comedy,Musical,Romance 1929"
tt0020475,Diary of a Lost Girl,1929,79,Drama,7.8,5200,Drama 1929
tt0020629,All Quiet on the Western Front,1930,152,"Drama,War",8.1,72142,"Drama,War 1930"
tt0020640,Animal Crackers,1930,97,"Comedy,Family,Musical",7.4,16172,"Comedy,Family,Musical 1930"
tt0020691,The Big Trail,1930,125,"Adventure,Drama,Romance",7.2,5185,"Adventure,Drama,Romance 1930"
tt0020697,The Blue Angel,1930,104,"Drama,Music,Romance",7.6,17664,"Drama,Music,Romance 1930"
tt0020960,Hell's Angels,1930,127,"Drama,War",7.2,6696,"Drama,War 1930"
tt0021079,Little Caesar,1931,79,"Action,Crime,Drama",7.1,15988,"Action,Crime,Drama 1931"
tt0021156,Morocco,1930,92,"Drama,Romance",7.0,8419,"Drama,Romance 1930"
tt0021165,Murder!,1930,92,"Crime,Drama,Mystery",6.3,7820,"Crime,Drama,Mystery 1930"
tt0021331,The Blood of a Poet,1932,55,Fantasy,7.2,8008,Fantasy 1932
tt0021571,Earth,1930,75,Drama,7.2,6997,Drama 1930
tt0021577,L'Age d'Or,1930,63,"Comedy,Drama",7.2,15728,"Comedy,Drama 1930"
tt0021739,The Bitch,1931,95,"Crime,Drama,Romance",7.5,5358,"Crime,Drama,Romance 1931"
tt0021746,Cimarron,1931,123,"Drama,Western",5.8,7798,"Drama,Western 1931"
tt0021749,City Lights,1931,87,"Comedy,Drama,Romance",8.5,216605,"Comedy,Drama,Romance 1931"
tt0021814,Dracula,1931,74,"Drama,Fantasy,Horror",7.3,64863,"Drama,Fantasy,Horror 1931"
tt0021815,Drácula,1931,103,"Drama,Fantasy,Horror",7.0,5630,"Drama,Fantasy,Horror 1931"
tt0021884,Frankenstein,1931,70,"Drama,Horror,Sci-Fi",7.7,87991,"Drama,Horror,Sci-Fi 1931"
tt0022100,M,1931,99,"Crime,Mystery,Thriller",8.3,182954,"Crime,Mystery,Thriller 1931"
tt0022158,Monkey Business,1931,77,"Comedy,Family,Musical",7.4,13727,"Comedy,Family,Musical 1931"
tt0022208,Night Nurse,1931,72,"Comedy,Crime,Drama",7.0,5117,"Comedy,Crime,Drama 1931"
tt0022286,The Public Enemy,1931,83,"Crime,Drama",7.6,23525,"Crime,Drama 1931"
tt0022458,Tabu: A Story of the South Seas,1931,86,"Adventure,Drama,Romance",7.3,6923,"Adventure,Drama,Romance 1931"
tt0022599,À Nous la Liberté,1931,83,"Comedy,Musical",7.4,5334,"Comedy,Musical 1931"
tt0022698,Blonde Venus,1932,93,Drama,7.1,6324,Drama 1932
tt0022718,Boudu Saved from Drowning,1932,85,Comedy,7.2,6654,Comedy 1932
tt0022835,Dr. Jekyll and Mr. Hyde,1931,98,"Horror,Sci-Fi",7.6,17789,"Horror,Sci-Fi 1931"
tt0022879,A Farewell to Arms,1932,80,"Drama,Romance,War",6.4,7626,"Drama,Romance,War 1932"
tt0022913,Freaks,1932,64,"Drama,Horror",7.8,54804,"Drama,Horror 1932"
tt0022958,Grand Hotel,1932,112,"Drama,Romance",7.3,22710,"Drama,Romance 1932"
tt0023027,Horse Feathers,1932,68,"Comedy,Family,Musical",7.5,14149,"Comedy,Family,Musical 1932"
tt0023042,I Am a Fugitive from a Chain Gang,1932,92,"Crime,Drama,Film-Noir",8.2,15623,"Crime,Drama,Film-Noir 1932"
tt0023158,Love Me Tonight,1932,104,"Comedy,Musical,Romance",7.5,5126,"Comedy,Musical,Romance 1932"
tt0023238,The Most Dangerous Game,1932,63,"Action,Adventure,Horror",7.0,15497,"Action,Adventure,Horror 1932"
tt0023245,The Mummy,1932,73,"Fantasy,Horror",6.9,33378,"Fantasy,Horror 1932"
tt0023249,Murders in the Rue Morgue,1932,61,"Crime,Horror,Mystery",6.3,5979,"Crime,Horror,Mystery 1932"
tt0023285,Number 17,1932,66,"Crime,Mystery,Thriller",5.6,6029,"Crime,Mystery,Thriller 1932"
tt0023293,The Old Dark House,1932,72,"Adventure,Comedy,Drama",7.0,14778,"Adventure,Comedy,Drama 1932"
tt0023382,Red Dust,1932,83,"Comedy,Drama,Romance",7.2,5318,"Comedy,Drama,Romance 1932"
tt0023395,East of Shanghai,1931,83,"Comedy,Drama,Romance",5.7,5376,"Comedy,Drama,Romance 1931"
tt0023427,Scarface,1932,93,"Action,Crime,Drama",7.7,33422,"Action,Crime,Drama 1932"
tt0023458,Shanghai Express,1932,82,"Adventure,Drama,Film-Noir",7.3,11789,"Adventure,Drama,Film-Noir 1932"
tt0023551,Tarzan the Ape Man,1932,100,"Action,Adventure,Romance",6.9,8953,"Action,Adventure,Romance 1932"
tt0023563,The Testament of Dr. Mabuse,1933,122,"Crime,Mystery,Thriller",7.9,14609,"Crime,Mystery,Thriller 1933"
tt0023622,Trouble in Paradise,1932,83,"Comedy,Crime,Romance",7.9,17508,"Comedy,Crime,Romance 1932"
tt0023634,"I Was Born, But...",1932,90,"Comedy,Drama",7.8,6779,"Comedy,Drama 1932"
tt0023649,Vampyr,1932,75,"Fantasy,Horror",7.4,22858,"Fantasy,Horror 1932"
tt0023694,White Zombie,1932,69,Horror,6.2,12743,Horror 1932
tt0023775,Baby Face,1933,71,"Drama,Romance",7.5,9246,"Drama,Romance 1933"
tt0023876,Cavalcade,1933,112,"Drama,Romance,War",5.7,6693,"Drama,Romance,War 1933"
tt0023940,Design for Living,1933,91,"Comedy,Mystery,Romance",7.4,8611,"Comedy,Mystery,Romance 1933"
tt0023948,Dinner at Eight,1933,111,Drama,7.5,9725,Drama 1933
tt0023969,Duck Soup,1933,69,"Comedy,Musical",7.7,64087,"Comedy,Musical 1933"
tt0024028,Footlight Parade,1933,104,"Comedy,Musical,Romance",7.5,6662,"Comedy,Musical,Romance 1933"
tt0024034,42nd Street,1933,89,"Comedy,Drama,Musical",7.3,13880,"Comedy,Drama,Musical 1933"
tt0024069,Gold Diggers of 1933,1933,97,"Comedy,Drama,Musical",7.7,10085,"Comedy,Drama,Musical 1933"
tt0024184,The Invisible Man,1933,71,"Horror,Sci-Fi",7.6,44218,"Horror,Sci-Fi 1933"
tt0024188,Island of Lost Souls,1932,70,"Horror,Sci-Fi",7.3,12298,"Horror,Sci-Fi 1932"
tt0024216,King Kong,1933,100,"Adventure,Horror",7.9,96011,"Adventure,Horror 1933"
tt0024240,Lady for a Day,1933,96,"Comedy,Drama",7.4,5232,"Comedy,Drama 1933"
tt0024264,Little Women,1933,115,"Drama,Family,Romance",7.1,8539,"Drama,Family,Romance 1933"
tt0024368,Mystery of the Wax Museum,1933,77,"Horror,Mystery,Thriller",6.8,7649,"Horror,Mystery,Thriller 1933"
tt0024473,The Private Life of Henry VIII,1933,97,"Biography,Drama,History",7.0,5414,"Biography,Drama,History 1933"
tt0024481,Queen Christina,1933,99,"Biography,Drama,History",7.5,9319,"Biography,Drama,History 1933"
tt0024548,She Done Him Wrong,1933,66,"Comedy,Drama,History",6.3,7635,"Comedy,Drama,History 1933"
tt0024593,Son of Kong,1933,70,"Adventure,Family,Sci-Fi",5.6,5808,"Adventure,Family,Sci-Fi 1933"
tt0024601,Sons of the Desert,1933,68,"Comedy,Family",7.5,10389,"Comedy,Family 1933"
tt0024803,Zero de Conduite,1933,47,Drama,7.2,10052,Drama 1933
tt0024844,L'Atalante,1934,89,"Adventure,Drama,Romance",7.7,18675,"Adventure,Drama,Romance 1934"
tt0024852,March of the Wooden Soldiers,1934,77,"Comedy,Family,Fantasy",7.1,8268,"Comedy,Family,Fantasy 1934"
tt0024894,The Black Cat,1934,65,"Crime,Horror,Romance",6.9,14454,"Crime,Horror,Romance 1934"
tt0024991,Cleopatra,1934,100,"Biography,Drama,History",6.8,5189,"Biography,Drama,History 1934"
tt0025164,The Gay Divorcee,1934,107,"Comedy,Musical,Romance",7.3,9349,"Comedy,Musical,Romance 1934"
tt0025301,Imitation of Life,1934,111,"Comedy,Drama,Romance",7.5,6193,"Comedy,Drama,Romance 1934"
tt0025316,It Happened One Night,1934,105,"Comedy,Romance",8.1,119831,"Comedy,Romance 1934"
tt0025318,It's a Gift,1934,68,Comedy,7.0,6088,Comedy 1934
tt0025452,The Man Who Knew Too Much,1934,75,"Crime,Drama,Mystery",6.7,23505,"Crime,Drama,Mystery 1934"
tt0025464,Manhattan Melodrama,1934,93,"Crime,Drama,Romance",7.1,5295,"Crime,Drama,Romance 1934"
tt0025586,Of Human Bondage,1934,83,"Drama,Film-Noir,Romance",7.0,9187,"Drama,Film-Noir,Romance 1934"
tt0025746,The Scarlet Empress,1934,104,"Drama,History,Romance",7.5,7930,"Drama,History,Romance 1934"
tt0025748,The Scarlet Pimpernel,1934,97,"Adventure,Drama",7.3,5225,"Adventure,Drama 1934"
tt0025862,Tarzan and His Mate,1934,104,"Action,Adventure,Romance",7.2,6079,"Action,Adventure,Romance 1934"
tt0025878,The Thin Man,1934,91,"Comedy,Crime,Mystery",7.9,35291,"Comedy,Crime,Mystery 1934"
tt0025913,Triumph of the Will,1935,110,"Documentary,History",7.1,18468,"Documentary,History 1935"
tt0025919,Twentieth Century,1934,91,"Comedy,Romance",7.2,7859,"Comedy,Romance 1934"
tt0026029,The 39 Steps,1935,86,"Crime,Mystery,Thriller",7.6,66255,"Crime,Mystery,Thriller 1935"
tt0026071,Anna Karenina,1935,95,"Drama,Romance",7.0,6218,"Drama,Romance 1935"
tt0026138,Bride of Frankenstein,1935,75,"Drama,Horror,Sci-Fi",7.8,59041,"Drama,Horror,Sci-Fi 1935"
tt0026174,Captain Blood,1935,119,"Action,Adventure,History",7.7,17368,"Action,Adventure,History 1935"
tt0026266,David Copperfield,1935,130,"Adventure,Drama,Family",7.3,5134,"Adventure,Drama,Family 1935"
tt0026529,The Informer,1935,91,"Crime,Drama",7.3,7855,"Crime,Drama 1935"
tt0026663,Mad Love,1935,68,"Horror,Romance,Sci-Fi",7.2,6461,"Horror,Romance,Sci-Fi 1935"
tt0026685,Mark of the Vampire,1935,60,"Horror,Mystery",6.3,6123,"Horror,Mystery 1935"
tt0026752,Mutiny on the Bounty,1935,132,"Adventure,Biography,Drama",7.6,26727,"Adventure,Biography,Drama 1935"
tt0026778,A Night at the Opera,1935,96,"Comedy,Music,Musical",7.8,36519,"Comedy,Music,Musical 1935"
tt0026912,The Raven,1935,61,"Crime,Horror",6.8,7281,"Crime,Horror 1935"
tt0027075,A Tale of Two Cities,1935,128,"Drama,History,Romance",7.8,6928,"Drama,History,Romance 1935"
tt0027125,Top Hat,1935,101,"Comedy,Musical,Romance",7.7,22186,"Comedy,Musical,Romance 1935"
tt0027194,Werewolf of London,1935,75,"Drama,Fantasy,Horror",6.3,7371,"Drama,Fantasy,Horror 1935"
tt0027260,After the Thin Man,1936,112,"Comedy,Crime,Mystery",7.6,13183,"Comedy,Crime,Mystery 1936"
tt0027438,The Charge of the Light Brigade,1936,115,"Action,Adventure,Romance",7.0,5816,"Action,Adventure,Romance 1936"
tt0027521,The Devil-Doll,1936,79,"Drama,Horror,Sci-Fi",7.0,5487,"Drama,Horror,Sci-Fi 1936"
tt0027532,Dodsworth,1936,101,"Drama,Romance",7.7,11120,"Drama,Romance 1936"
tt0027545,Dracula's Daughter,1936,71,"Drama,Fantasy,Horror",6.3,9153,"Drama,Fantasy,Horror 1936"
tt0027630,Follow the Fleet,1936,110,"Comedy,Musical,Romance",7.1,5033,"Comedy,Musical,Romance 1936"
tt0027652,Fury,1936,92,"Crime,Drama,Film-Noir",7.8,14767,"Crime,Drama,Film-Noir 1936"
tt0027698,The Great Ziegfeld,1936,176,"Drama,Musical",6.6,9812,"Drama,Musical 1936"
tt0027884,Libeled Lady,1936,98,"Comedy,Romance",7.8,9663,"Comedy,Romance 1936"
tt0027977,Modern Times,1936,87,"Comedy,Drama,Romance",8.5,285537,"Comedy,Drama,Romance 1936"
tt0027996,Mr. Deeds Goes to Town,1936,115,"Comedy,Drama,Romance",7.8,25024,"Comedy,Drama,Romance 1936"
tt0028010,My Man Godfrey,1936,94,"Comedy,Drama,Romance",7.9,28685,"Comedy,Drama,Romance 1936"
tt0028096,The Petrified Forest,1936,82,"Drama,Thriller",7.5,15954,"Drama,Thriller 1936"
tt0028212,Sabotage,1936,76,"Crime,Thriller",7.0,20735,"Crime,Thriller 1936"
tt0028216,San Francisco,1936,115,"Drama,Music,Romance",7.1,6612,"Drama,Music,Romance 1936"
tt0028231,Secret Agent,1936,86,"Crime,Drama,Mystery",6.4,9701,"Crime,Drama,Mystery 1936"
tt0028333,Swing Time,1936,103,"Comedy,Musical,Romance",7.4,15601,"Comedy,Musical,Romance 1936"
tt0028346,Reefer Madness,1938,66,"Crime,Drama",3.8,9875,"Crime,Drama 1938"
tt0028358,Things to Come,1936,100,"Drama,Sci-Fi,War",6.6,10173,"Drama,Sci-Fi,War 1936"
tt0028597,The Awful Truth,1937,90,"Comedy,Romance",7.6,23323,"Comedy,Romance 1937"
tt0028683,Camille,1936,109,"Drama,Romance",7.3,9517,"Drama,Romance 1936"
tt0028691,Captains Courageous,1937,117,"Adventure,Drama,Family",7.9,11986,"Adventure,Drama,Family 1937"
tt0028772,A Day at the Races,1937,111,"Comedy,Family,Musical",7.5,15371,"Comedy,Family,Musical 1937"
tt0028773,Dead End,1937,93,"Crime,Drama,Film-Noir",7.2,9609,"Crime,Drama,Film-Noir 1937"
tt0028944,The Good Earth,1937,138,"Drama,Romance",7.4,5767,"Drama,Romance 1937"
tt0028950,Grand Illusion,1937,113,"Drama,War",8.0,41120,"Drama,War 1937"
tt0028988,Heidi,1937,88,"Drama,Family,Musical",7.2,5399,"Drama,Family,Musical 1937"
tt0029146,The Life of Emile Zola,1937,116,"Biography,Drama",7.1,10030,"Biography,Drama 1937"
tt0029162,Lost Horizon,1937,132,"Adventure,Drama,Fantasy",7.6,15745,"Adventure,Drama,Fantasy 1937"
tt0029192,Make Way for Tomorrow,1937,91,"Drama,Romance",8.1,10650,"Drama,Romance 1937"
tt0029217,Marked Woman,1937,96,"Crime,Drama,Film-Noir",7.1,5498,"Crime,Drama,Film-Noir 1937"
tt0029284,My Favorite Wife,1940,88,"Comedy,Romance",7.2,12635,"Comedy,Romance 1940"
tt0029322,Nothing Sacred,1937,77,"Comedy,Drama,Fantasy",6.8,7802,"Comedy,Drama,Fantasy 1937"
tt0029442,The Prisoner of Zenda,1937,101,"Adventure,Drama,Romance",7.6,5481,"Adventure,Drama,Romance 1937"
tt0029453,Pépé le Moko,1937,94,"Crime,Drama,Romance",7.6,8719,"Crime,Drama,Romance 1937"
tt0029546,Shall We Dance,1937,109,"Comedy,Musical,Romance",7.4,8387,"Comedy,Musical,Romance 1937"
tt0029583,Snow White and the Seven Dwarfs,1937,83,"Adventure,Animation,Family",7.6,238085,"Adventure,Animation,Family 1937"
tt0029604,Stage Door,1937,92,"Comedy,Drama,Romance",7.7,9844,"Comedy,Drama,Romance 1937"
tt0029606,A Star Is Born,1937,111,"Drama,Romance",7.3,11909,"Drama,Romance 1937"
tt0029608,Stella Dallas,1937,106,"Drama,Romance",7.4,7001,"Drama,Romance 1937"
tt0029682,Topper,1937,97,"Comedy,Fantasy,Romance",7.2,9094,"Comedy,Fantasy,Romance 1937"
tt0029747,Way Out West,1937,66,"Comedy,Family,Western",7.6,9578,"Comedy,Family,Western 1937"
tt0029808,You Only Live Once,1937,86,"Crime,Drama,Film-Noir",7.2,8327,"Crime,Drama,Film-Noir 1937"
tt0029811,Young and Innocent,1937,83,"Crime,Drama,Mystery",6.8,12079,"Crime,Drama,Mystery 1937"
tt0029843,The Adventures of Robin Hood,1938,102,"Action,Adventure,Romance",7.9,57710,"Action,Adventure,Romance 1938"
tt0029850,Alexander Nevsky,1938,112,"Action,Biography,Drama",7.4,13191,"Action,Biography,Drama 1938"
tt0029870,Angels with Dirty Faces,1938,97,"Crime,Drama,Film-Noir",7.9,24857,"Crime,Drama,Film-Noir 1938"
tt0029929,Bluebeard's Eighth Wife,1938,85,"Comedy,Romance",7.1,5246,"Comedy,Romance 1938"
tt0029942,Boys Town,1938,96,"Biography,Drama,Family",7.2,6931,"Biography,Drama,Family 1938"
tt0029947,Bringing Up Baby,1938,102,Comedy,7.8,69250,Comedy 1938
tt0029957,The Human Beast,1938,100,"Crime,Drama",7.5,9023,"Crime,Drama 1938"
tt0029992,A Christmas Carol,1938,69,"Drama,Family,Fantasy",7.5,10007,"Drama,Family,Fantasy 1938"
tt0030241,Holiday,1938,95,"Comedy,Romance",7.7,20201,"Comedy,Romance 1938"
tt0030287,Jezebel,1938,104,"Drama,Romance",7.4,16450,"Drama,Romance 1938"
tt0030341,The Lady Vanishes,1938,96,"Crime,Drama,Mystery",7.7,61415,"Crime,Drama,Mystery 1938"
tt0030522,Olympia Part One: Festival of the Nations,1938,111,"Documentary,Sport",7.7,5735,"Documentary,Sport 1938"
tt0030637,Pygmalion,1938,89,"Comedy,Drama,Romance",7.7,10503,"Comedy,Drama,Romance 1938"
tt0030643,Port of Shadows,1938,91,"Crime,Drama,Romance",7.7,10873,"Crime,Drama,Romance 1938"
tt0030696,Room Service,1938,78,Comedy,6.6,5919,Comedy 1938
tt0030993,You Can't Take It with You,1938,126,"Comedy,Drama,Romance",7.8,30404,"Comedy,Drama,Romance 1938"
tt0031022,The Adventures of Sherlock Holmes,1939,85,"Crime,Mystery,Thriller",7.2,8218,"Crime,Mystery,Thriller 1939"
tt0031047,Another Thin Man,1939,103,"Comedy,Crime,Mystery",7.4,8858,"Comedy,Crime,Mystery 1939"
tt0031060,At the Circus,1939,87,"Comedy,Musical",6.8,6848,"Comedy,Musical 1939"
tt0031067,Bachelor Mother,1939,82,"Comedy,Romance",7.5,5205,"Comedy,Romance 1939"
tt0031088,Beau Geste,1939,112,"Action,Adventure,Drama",7.5,7096,"Action,Adventure,Drama 1939"
tt0031210,Dark Victory,1939,104,"Drama,Romance",7.4,13478,"Drama,Romance 1939"
tt0031225,Destry Rides Again,1939,95,"Comedy,Western",7.6,13510,"Comedy,Western 1939"
tt0031235,Dodge City,1939,104,Western,7.1,6335,Western 1939
tt0031252,Drums Along the Mohawk,1939,104,"Drama,Romance,War",7.0,7415,"Drama,Romance,War 1939"
tt0031322,The Flying Deuces,1939,69,"Comedy,Family,War",6.7,6261,"Comedy,Family,War 1939"
tt0031334,The Four Feathers,1939,129,"Adventure,Drama,History",7.4,7120,"Adventure,Drama,History 1939"
tt0031359,Angel Street,1940,84,"Drama,Mystery,Romance",7.3,5896,"Drama,Mystery,Romance 1940"
tt0031381,Gone with the Wind,1939,238,"Drama,Romance,War",8.2,355869,"Drama,Romance,War 1939"
tt0031385,"Goodbye, Mr. Chips",1939,114,"Drama,Romance",7.9,12355,"Drama,Romance 1939"
tt0031397,Gulliver's Travels,1939,76,"Adventure,Animation,Comedy",6.6,5437,"Adventure,Animation,Comedy 1939"
tt0031398,Gunga Din,1939,117,"Adventure,Comedy,War",7.2,13608,"Adventure,Comedy,War 1939"
tt0031448,The Hound of the Baskervilles,1939,80,"Crime,Mystery,Thriller",7.4,12924,"Crime,Mystery,Thriller 1939"
tt0031455,The Hunchback of Notre Dame,1939,116,"Drama,Romance",7.8,13330,"Drama,Romance 1939"
tt0031505,Jamaica Inn,1939,98,"Adventure,Crime,Drama",6.3,12266,"Adventure,Crime,Drama 1939"
tt0031507,Jesse James,1939,106,"Drama,Western",7.0,5509,"Drama,Western 1939"
tt0031514,Daybreak,1939,93,"Crime,Drama,Romance",7.6,8879,"Crime,Drama,Romance 1939"
tt0031580,The Little Princess,1939,93,"Comedy,Drama,Family",7.2,7324,"Comedy,Drama,Family 1939"
tt0031593,Love Affair,1939,88,"Comedy,Drama,Romance",7.3,7225,"Comedy,Drama,Romance 1939"
tt0031647,Midnight,1939,94,"Comedy,Romance",7.8,6436,"Comedy,Romance 1939"
tt0031679,Mr. Smith Goes to Washington,1939,129,"Comedy,Drama",8.1,129534,"Comedy,Drama 1939"
tt0031725,Ninotchka,1939,110,"Comedy,Romance",7.8,24883,"Comedy,Romance 1939"
tt0031742,Of Mice and Men,1939,106,"Adventure,Drama",7.8,7550,"Adventure,Drama 1939"
tt0031762,Only Angels Have Wings,1939,121,"Adventure,Drama,Romance",7.6,17396,"Adventure,Drama,Romance 1939"
